Codigo;Bodega;Mes;Stock_Unid
CPE-00917;Almacen Punto de Ventas 1;2024-11-01;-63
CPE-00918;Almacen Punto de Ventas 1;2021-06-01;51
CPE-00918;Almacen Punto de Ventas 1;2024-02-01;-68
CPE-00919;Almacen Central;2024-04-01;-29
CPE-00919;Almacen Central;2024-09-01;-85
CPE-00919;Almacen Punto de Venta 2;2022-11-01;-36
CPE-00919;Almacen Punto de Venta 2;2024-10-01;85
CPE-00919;Almacen Punto de Ventas 1;2021-02-01;-26
CPE-00920;Almacen Central;2022-06-01;-24
CPE-00920;Almacen Central;2023-02-01;-72
CPE-00920;Almacen Central;2024-03-01;-82
CPE-00920;Almacen Punto de Ventas 1;2021-02-01;33
CPE-00920;Almacen Punto de Ventas 1;2024-01-01;-63
CPE-00920;Almacen Punto de Ventas 1;2025-01-01;-79
CPE-00921;Almacen Punto de Venta 2;2023-08-01;-90
CPE-00921;Almacen Punto de Venta 2;2023-12-01;-7
CPE-00921;Almacen Punto de Ventas 1;2022-01-01;-87
CPE-00921;Almacen Punto de Ventas 1;2023-01-01;53
CPE-00921;Almacen Punto de Ventas 1;2023-09-01;-67
CPE-00922;Almacen Central;2020-10-01;-61
CPE-00922;Almacen Central;2024-04-01;51
CPE-00922;Almacen Central;2024-10-01;-45
CPE-00922;Almacen Central;2025-06-01;-36
CPE-00922;Almacen Central;2025-09-01;-28
CPE-00922;Almacen Punto de Venta 2;2022-04-01;-70
CPE-00922;Almacen Punto de Venta 2;2025-11-01;-52
CPE-00922;Almacen Punto de Ventas 1;2024-07-01;-85
CPE-00923;Almacen Punto de Ventas 1;2021-07-01;-95
CPE-00923;Almacen Punto de Ventas 1;2023-06-01;-36
CPE-00923;Almacen Punto de Ventas 1;2025-04-01;82
CPE-00924;Almacen Central;2020-11-01;90
CPE-00924;Almacen Central;2024-11-01;-35
CPE-00924;Almacen Punto de Ventas 1;2020-05-01;70
CPE-00924;Almacen Punto de Ventas 1;2025-08-01;-62
CPE-00925;Almacen Central;2020-05-01;-5
CPE-00925;Almacen Central;2024-05-01;-76
CPE-00925;Almacen Punto de Venta 2;2024-02-01;-19
CPE-00925;Almacen Punto de Ventas 1;2022-02-01;-22
CPE-00925;Almacen Punto de Ventas 1;2022-08-01;55
CPE-00925;Almacen Punto de Ventas 1;2023-03-01;42
CPE-00926;Almacen Punto de Ventas 1;2021-03-01;83
CPE-00926;Almacen Punto de Ventas 1;2024-06-01;-13
CPE-00927;Almacen Punto de Venta 2;2020-02-01;-10
CPE-00927;Almacen Punto de Venta 2;2020-09-01;30
CPE-00927;Almacen Punto de Venta 2;2023-09-01;88
CPE-00927;Almacen Punto de Venta 2;2024-08-01;27
CPE-00927;Almacen Punto de Ventas 1;2023-03-01;-26
CPE-00928;Almacen Central;2024-08-01;73
CPE-00929;Almacen Central;2023-03-01;-33
CPE-00929;Almacen Punto de Ventas 1;2022-11-01;-67
CPE-00930;Almacen Central;2020-06-01;-41
CPE-00930;Almacen Central;2021-12-01;33
CPE-00930;Almacen Central;2023-12-01;-84
CPE-00930;Almacen Central;2025-07-01;7
CPE-00931;Almacen Punto de Venta 2;2020-12-01;-24
CPE-00931;Almacen Punto de Ventas 1;2020-07-01;-11
CPE-00932;Almacen Central;2021-02-01;-43
CPE-00932;Almacen Punto de Venta 2;2022-03-01;46
CPE-00932;Almacen Punto de Venta 2;2025-02-01;-83
CPE-00932;Almacen Punto de Ventas 1;2020-11-01;-73
CPE-00932;Almacen Punto de Ventas 1;2022-08-01;-66
CPE-00933;Almacen Central;2020-07-01;-70
CPE-00933;Almacen Central;2023-10-01;-4
CPE-00933;Almacen Central;2025-02-01;-68
CPE-00933;Almacen Central;2025-10-01;87
CPE-00933;Almacen Punto de Ventas 1;2022-11-01;-90
CPE-00933;Almacen Punto de Ventas 1;2024-04-01;-40
CPE-00934;Almacen Punto de Venta 2;2023-09-01;-75
CPE-00934;Almacen Punto de Ventas 1;2025-03-01;-95
CPE-00935;Almacen Central;2025-06-01;-27
CPE-00935;Almacen Punto de Venta 2;2023-02-01;-49
CPE-00936;Almacen Punto de Venta 2;2024-06-01;-32
CPE-00936;Almacen Punto de Ventas 1;2023-11-01;-25
CPE-00936;Almacen Punto de Ventas 1;2025-04-01;-5
CPE-00937;Almacen Central;2023-10-01;-31
CPE-00938;Almacen Central;2020-08-01;-70
CPE-00938;Almacen Central;2024-12-01;-20
CPE-00938;Almacen Punto de Venta 2;2023-02-01;-41
CPE-00938;Almacen Punto de Venta 2;2024-12-01;-20
CPE-00938;Almacen Punto de Ventas 1;2022-05-01;-57
CPE-00938;Almacen Punto de Ventas 1;2023-03-01;-17
CPE-00938;Almacen Punto de Ventas 1;2023-07-01;-50
CPE-00938;Almacen Punto de Ventas 1;2023-08-01;-20
CPE-00938;Almacen Punto de Ventas 1;2023-11-01;-2
CPE-00939;Almacen Punto de Ventas 1;2020-03-01;-55
CPE-00939;Almacen Punto de Ventas 1;2024-12-01;-91
CPE-00940;Almacen Central;2023-04-01;-17
CPE-00940;Almacen Punto de Venta 2;2020-07-01;-62
CPE-00940;Almacen Punto de Ventas 1;2020-01-01;-57
CPE-00940;Almacen Punto de Ventas 1;2020-06-01;83
CPE-00940;Almacen Punto de Ventas 1;2020-08-01;-5
CPE-00941;Almacen Punto de Venta 2;2022-06-01;-93
CPE-00941;Almacen Punto de Venta 2;2025-04-01;-61
CPE-00941;Almacen Punto de Ventas 1;2020-03-01;-51
CPE-00941;Almacen Punto de Ventas 1;2021-10-01;-26
CPE-00941;Almacen Punto de Ventas 1;2025-05-01;-29
CPE-00942;Almacen Central;2021-02-01;79
CPE-00942;Almacen Central;2021-10-01;66
CPE-00942;Almacen Punto de Ventas 1;2022-09-01;-89
CPE-00942;Almacen Punto de Ventas 1;2024-04-01;-44
CPE-00943;Almacen Central;2025-05-01;-13
CPE-00943;Almacen Punto de Venta 2;2021-03-01;-75
CPE-00943;Almacen Punto de Venta 2;2025-09-01;-34
CPE-00944;Almacen Central;2020-02-01;-97
CPE-00944;Almacen Central;2024-11-01;-31
CPE-00944;Almacen Central;2025-04-01;-90
CPE-00944;Almacen Punto de Venta 2;2024-12-01;21
CPE-00944;Almacen Punto de Ventas 1;2024-06-01;97
CPE-00945;Almacen Punto de Venta 2;2023-04-01;-83
CPE-00946;Almacen Central;2022-01-01;-83
CPE-00946;Almacen Central;2023-04-01;23
CPE-00946;Almacen Central;2024-09-01;11
CPE-00946;Almacen Central;2025-03-01;-10
CPE-00946;Almacen Punto de Venta 2;2023-01-01;65
CPE-00947;Almacen Central;2022-10-01;-31
CPE-00947;Almacen Central;2022-12-01;-81
CPE-00947;Almacen Punto de Venta 2;2024-08-01;93
CPE-00947;Almacen Punto de Ventas 1;2025-11-01;-66
CPE-00948;Almacen Central;2024-05-01;90
CPE-00948;Almacen Punto de Ventas 1;2025-04-01;39
CPE-00949;Almacen Central;2020-10-01;-60
CPE-00949;Almacen Central;2021-06-01;-92
CPE-00949;Almacen Central;2022-09-01;-57
CPE-00949;Almacen Central;2024-08-01;48
CPE-00949;Almacen Punto de Venta 2;2025-08-01;-27
CPE-00949;Almacen Punto de Ventas 1;2020-05-01;15
CPE-00950;Almacen Central;2023-02-01;-32
CPE-00950;Almacen Central;2023-04-01;-43
CPE-00950;Almacen Central;2025-01-01;-48
CPE-00950;Almacen Punto de Venta 2;2022-08-01;97
CPE-00950;Almacen Punto de Venta 2;2022-09-01;-61
CPE-00950;Almacen Punto de Venta 2;2022-12-01;91
CPE-00950;Almacen Punto de Venta 2;2023-11-01;-62
CPE-00950;Almacen Punto de Venta 2;2024-07-01;-26
CPE-00950;Almacen Punto de Ventas 1;2021-09-01;69
CPE-00951;Almacen Punto de Venta 2;2025-01-01;-15
CPE-00951;Almacen Punto de Venta 2;2025-12-01;-57
CPE-00951;Almacen Punto de Ventas 1;2024-05-01;-60
CPE-00952;Almacen Central;2021-08-01;-100
CPE-00952;Almacen Central;2022-07-01;-95
CPE-00952;Almacen Punto de Venta 2;2020-06-01;-48
CPE-00952;Almacen Punto de Venta 2;2023-08-01;-45
CPE-00952;Almacen Punto de Venta 2;2023-10-01;-56
CPE-00952;Almacen Punto de Venta 2;2025-01-01;-86
CPE-00952;Almacen Punto de Ventas 1;2021-02-01;41
CPE-00953;Almacen Central;2025-02-01;60
CPE-00953;Almacen Punto de Venta 2;2020-07-01;-4
CPE-00953;Almacen Punto de Venta 2;2020-11-01;-53
CPE-00953;Almacen Punto de Ventas 1;2020-02-01;-73
CPE-00954;Almacen Central;2023-10-01;-85
CPE-00955;Almacen Central;2022-01-01;-64
CPE-00955;Almacen Central;2022-02-01;-29
CPE-00955;Almacen Central;2024-06-01;-67
CPE-00955;Almacen Punto de Ventas 1;2021-01-01;-47
CPE-00955;Almacen Punto de Ventas 1;2024-09-01;-8
CPE-00956;Almacen Central;2023-11-01;-86
CPE-00956;Almacen Central;2023-12-01;77
CPE-00956;Almacen Punto de Venta 2;2020-05-01;-38
CPE-00957;Almacen Central;2023-10-01;-78
CPE-00957;Almacen Central;2024-02-01;-75
CPE-00957;Almacen Central;2025-06-01;-27
CPE-00957;Almacen Central;2025-08-01;23
CPE-00957;Almacen Punto de Venta 2;2020-10-01;-14
CPE-00957;Almacen Punto de Venta 2;2021-04-01;-10
CPE-00957;Almacen Punto de Ventas 1;2021-09-01;67
CPE-00958;Almacen Central;2022-05-01;90
CPE-00958;Almacen Punto de Ventas 1;2023-01-01;-94
CPE-00958;Almacen Punto de Ventas 1;2023-05-01;-75
CPE-00959;Almacen Punto de Venta 2;2023-03-01;84
CPE-00959;Almacen Punto de Ventas 1;2025-10-01;-47
CPE-00960;Almacen Central;2020-12-01;-13
CPE-00960;Almacen Punto de Venta 2;2021-01-01;-92
CPE-00961;Almacen Punto de Venta 2;2023-03-01;10
CPE-00961;Almacen Punto de Ventas 1;2025-06-01;-85
CPE-00962;Almacen Central;2020-01-01;-74
CPE-00962;Almacen Punto de Venta 2;2023-02-01;-79
CPE-00962;Almacen Punto de Ventas 1;2024-05-01;-84
CPE-00963;Almacen Central;2024-04-01;79
CPE-00963;Almacen Central;2025-09-01;-72
CPE-00963;Almacen Punto de Venta 2;2021-11-01;-5
CPE-00963;Almacen Punto de Venta 2;2025-09-01;-50
CPE-00963;Almacen Punto de Ventas 1;2023-08-01;9
CPE-00964;Almacen Punto de Venta 2;2021-01-01;-84
CPE-00964;Almacen Punto de Venta 2;2022-03-01;-69
CPE-00964;Almacen Punto de Ventas 1;2021-07-01;-45
CPE-00964;Almacen Punto de Ventas 1;2025-07-01;31
CPE-00965;Almacen Central;2022-02-01;-97
CPE-00965;Almacen Central;2024-08-01;-72
CPE-00965;Almacen Punto de Venta 2;2021-02-01;-29
CPE-00965;Almacen Punto de Ventas 1;2023-02-01;-9
CPE-00966;Almacen Central;2022-08-01;-91
CPE-00966;Almacen Punto de Venta 2;2025-06-01;-52
CPE-00967;Almacen Punto de Ventas 1;2022-06-01;-49
CPE-00968;Almacen Central;2020-03-01;70
CPE-00968;Almacen Punto de Ventas 1;2024-09-01;2
CPE-00969;Almacen Central;2023-01-01;-31
CPE-00969;Almacen Punto de Ventas 1;2025-09-01;-24
CPE-00970;Almacen Central;2021-08-01;-65
CPE-00970;Almacen Punto de Venta 2;2023-05-01;-87
CPE-00970;Almacen Punto de Ventas 1;2020-12-01;5
CPE-00970;Almacen Punto de Ventas 1;2023-08-01;33
CPE-00971;Almacen Punto de Ventas 1;2021-10-01;-99
CPE-00971;Almacen Punto de Ventas 1;2025-12-01;-84
CPE-00972;Almacen Central;2022-03-01;-90
CPE-00972;Almacen Central;2025-09-01;-71
CPE-00972;Almacen Punto de Ventas 1;2022-07-01;36
CPE-00972;Almacen Punto de Ventas 1;2023-11-01;2
CPE-00972;Almacen Punto de Ventas 1;2024-11-01;3
CPE-00973;Almacen Central;2022-06-01;-60
CPE-00973;Almacen Central;2025-04-01;-57
CPE-00973;Almacen Punto de Ventas 1;2022-09-01;2
CPE-00974;Almacen Central;2021-05-01;-15
CPE-00974;Almacen Central;2023-06-01;-41
CPE-00974;Almacen Central;2025-09-01;-39
CPE-00974;Almacen Punto de Venta 2;2021-08-01;78
CPE-00974;Almacen Punto de Venta 2;2021-11-01;-55
CPE-00974;Almacen Punto de Venta 2;2025-01-01;-20
CPE-00974;Almacen Punto de Ventas 1;2024-06-01;50
CPE-00975;Almacen Central;2021-11-01;-21
CPE-00975;Almacen Central;2025-08-01;-62
CPE-00975;Almacen Punto de Venta 2;2025-10-01;-32
CPE-00975;Almacen Punto de Ventas 1;2024-12-01;-16
CPE-00976;Almacen Punto de Venta 2;2023-02-01;-55
CPE-00976;Almacen Punto de Venta 2;2023-06-01;-92
CPE-00976;Almacen Punto de Venta 2;2025-11-01;-73
CPE-00976;Almacen Punto de Ventas 1;2020-10-01;-89
CPE-00977;Almacen Central;2022-06-01;-7
CPE-00977;Almacen Punto de Venta 2;2022-09-01;-58
CPE-00977;Almacen Punto de Ventas 1;2020-10-01;-74
CPE-00977;Almacen Punto de Ventas 1;2021-04-01;-48
CPE-00977;Almacen Punto de Ventas 1;2023-08-01;-53
CPE-00979;Almacen Punto de Venta 2;2023-12-01;77
CPE-00980;Almacen Central;2020-10-01;-31
CPE-00980;Almacen Central;2020-12-01;-46
CPE-00980;Almacen Punto de Venta 2;2020-05-01;-96
CPE-00980;Almacen Punto de Ventas 1;2020-05-01;-10
CPE-00980;Almacen Punto de Ventas 1;2021-12-01;-68
CPE-00981;Almacen Punto de Venta 2;2021-09-01;-74
CPE-00981;Almacen Punto de Venta 2;2024-04-01;32
CPE-00981;Almacen Punto de Ventas 1;2021-10-01;5
CPE-00982;Almacen Central;2025-12-01;-17
CPE-00982;Almacen Punto de Venta 2;2023-03-01;-84
CPE-00982;Almacen Punto de Venta 2;2023-05-01;-85
CPE-00982;Almacen Punto de Ventas 1;2022-10-01;-5
CPE-00983;Almacen Central;2020-11-01;-92
CPE-00983;Almacen Punto de Venta 2;2024-09-01;-44
CPE-00983;Almacen Punto de Venta 2;2024-12-01;-24
CPE-00983;Almacen Punto de Ventas 1;2022-11-01;-43
CPE-00983;Almacen Punto de Ventas 1;2025-05-01;72
CPE-00984;Almacen Punto de Venta 2;2021-01-01;95
CPE-00984;Almacen Punto de Venta 2;2021-08-01;-21
CPE-00984;Almacen Punto de Venta 2;2021-11-01;2
CPE-00984;Almacen Punto de Venta 2;2025-08-01;-32
CPE-00984;Almacen Punto de Ventas 1;2022-07-01;-37
CPE-00984;Almacen Punto de Ventas 1;2025-08-01;-83
CPE-00984;Almacen Punto de Ventas 1;2025-12-01;-69
CPE-00985;Almacen Central;2022-08-01;58
CPE-00985;Almacen Punto de Venta 2;2024-07-01;-32
CPE-00985;Almacen Punto de Venta 2;2025-05-01;-37
CPE-00985;Almacen Punto de Ventas 1;2021-07-01;-66
CPE-00985;Almacen Punto de Ventas 1;2025-07-01;-25
CPE-00986;Almacen Central;2022-12-01;92
CPE-00986;Almacen Punto de Venta 2;2023-06-01;-26
CPE-00987;Almacen Central;2023-07-01;-16
CPE-00987;Almacen Central;2025-02-01;-90
CPE-00987;Almacen Punto de Venta 2;2020-03-01;-57
CPE-00987;Almacen Punto de Venta 2;2021-07-01;-36
CPE-00987;Almacen Punto de Ventas 1;2021-02-01;-48
CPE-00988;Almacen Central;2022-06-01;-4
CPE-00988;Almacen Punto de Venta 2;2023-06-01;88
CPE-00988;Almacen Punto de Ventas 1;2023-07-01;-47
CPE-00988;Almacen Punto de Ventas 1;2023-10-01;95
CPE-00989;Almacen Punto de Venta 2;2023-02-01;-32
CPE-00990;Almacen Central;2021-03-01;-61
CPE-00990;Almacen Punto de Venta 2;2021-10-01;54
CPE-00990;Almacen Punto de Ventas 1;2020-05-01;-98
CPE-00990;Almacen Punto de Ventas 1;2024-07-01;75
CPE-00990;Almacen Punto de Ventas 1;2025-08-01;-26
CPE-00991;Almacen Central;2023-06-01;62
CPE-00992;Almacen Punto de Venta 2;2022-07-01;-54
CPE-00992;Almacen Punto de Venta 2;2025-07-01;-80
CPE-00992;Almacen Punto de Ventas 1;2023-10-01;-28
CPE-00993;Almacen Central;2021-12-01;12
CPE-00994;Almacen Central;2021-03-01;-39
CPE-00994;Almacen Central;2021-06-01;92
CPE-00994;Almacen Central;2023-11-01;-41
CPE-00994;Almacen Punto de Venta 2;2020-02-01;-32
CPE-00994;Almacen Punto de Venta 2;2020-09-01;-24
CPE-00994;Almacen Punto de Venta 2;2024-11-01;-46
CPE-00994;Almacen Punto de Ventas 1;2025-02-01;-37
CPE-00995;Almacen Central;2021-07-01;88
CPE-00995;Almacen Central;2023-06-01;-57
CPE-00995;Almacen Punto de Venta 2;2023-02-01;-30
CPE-00996;Almacen Punto de Venta 2;2021-12-01;-27
CPE-00996;Almacen Punto de Ventas 1;2020-02-01;-44
CPE-00996;Almacen Punto de Ventas 1;2021-11-01;-92
CPE-00997;Almacen Punto de Venta 2;2022-04-01;86
CPE-00997;Almacen Punto de Venta 2;2023-06-01;-15
CPE-00998;Almacen Central;2020-01-01;88
CPE-00998;Almacen Central;2020-12-01;-11
CPE-00998;Almacen Central;2023-04-01;-48
CPE-00998;Almacen Central;2023-11-01;80
CPE-00998;Almacen Punto de Ventas 1;2020-01-01;42
CPE-00998;Almacen Punto de Ventas 1;2023-11-01;98
CPE-00999;Almacen Central;2021-03-01;-28
CPE-00999;Almacen Central;2023-04-01;31
CPE-00999;Almacen Punto de Venta 2;2022-10-01;3
CPE-00999;Almacen Punto de Venta 2;2024-03-01;-86
CPE-00999;Almacen Punto de Ventas 1;2023-02-01;-67
CPE-00999;Almacen Punto de Ventas 1;2023-03-01;-85
CPE-00999;Almacen Punto de Ventas 1;2025-05-01;-51
CPE-00999;Almacen Punto de Ventas 1;2025-09-01;-38
CPE-01000;Almacen Central;2024-05-01;-36
CPE-01000;Almacen Punto de Venta 2;2022-07-01;-6
CPE-01001;Almacen Punto de Venta 2;2023-11-01;-44
CPE-01001;Almacen Punto de Venta 2;2025-08-01;3
CPE-01001;Almacen Punto de Venta 2;2025-10-01;56
CPE-01002;Almacen Central;2020-05-01;41
CPE-01003;Almacen Punto de Venta 2;2023-04-01;-17
CPE-01004;Almacen Punto de Venta 2;2022-06-01;-63
CPE-01004;Almacen Punto de Venta 2;2022-08-01;2
CPE-01004;Almacen Punto de Venta 2;2024-05-01;-8
CPE-01005;Almacen Central;2022-01-01;-58
CPE-01005;Almacen Central;2025-07-01;-72
CPE-01005;Almacen Punto de Venta 2;2020-01-01;-45
CPE-01005;Almacen Punto de Venta 2;2020-02-01;-69
CPE-01005;Almacen Punto de Ventas 1;2023-03-01;69
CPE-01006;Almacen Punto de Venta 2;2024-08-01;-48
CPE-01007;Almacen Central;2020-12-01;-50
CPE-01007;Almacen Punto de Ventas 1;2023-12-01;-51
CPE-01007;Almacen Punto de Ventas 1;2025-11-01;-85
CPE-01008;Almacen Central;2021-05-01;48
CPE-01008;Almacen Central;2024-07-01;-65
CPE-01008;Almacen Punto de Venta 2;2020-04-01;-60
CPE-01008;Almacen Punto de Venta 2;2021-04-01;-15
CPE-01010;Almacen Punto de Ventas 1;2024-08-01;-94
CPE-01011;Almacen Central;2024-06-01;-78
CPE-01011;Almacen Punto de Ventas 1;2022-01-01;-4
CPE-01011;Almacen Punto de Ventas 1;2025-02-01;32
CPE-01012;Almacen Central;2020-11-01;-71
CPE-01012;Almacen Central;2025-08-01;-3
CPE-01012;Almacen Punto de Venta 2;2020-10-01;-78
CPE-01012;Almacen Punto de Venta 2;2021-07-01;-30
CPE-01012;Almacen Punto de Ventas 1;2023-06-01;45
CPE-01013;Almacen Punto de Venta 2;2024-11-01;-29
CPE-01013;Almacen Punto de Ventas 1;2025-03-01;-50
CPE-01014;Almacen Central;2023-07-01;-51
CPE-01015;Almacen Punto de Ventas 1;2021-01-01;-30
CPE-01016;Almacen Central;2022-06-01;-82
CPE-01017;Almacen Central;2021-06-01;-95
CPE-01017;Almacen Punto de Venta 2;2020-08-01;-38
CPE-01017;Almacen Punto de Venta 2;2021-11-01;10
CPE-01017;Almacen Punto de Venta 2;2022-02-01;39
CPE-01017;Almacen Punto de Ventas 1;2022-08-01;-74
CPE-01018;Almacen Central;2021-05-01;-92
CPE-01018;Almacen Punto de Venta 2;2020-03-01;-92
CPE-01018;Almacen Punto de Venta 2;2020-08-01;-95
CPE-01018;Almacen Punto de Ventas 1;2021-04-01;-78
CPE-01018;Almacen Punto de Ventas 1;2021-09-01;-70
CPE-01018;Almacen Punto de Ventas 1;2022-03-01;-13
CPE-01018;Almacen Punto de Ventas 1;2022-04-01;-70
CPE-01019;Almacen Central;2021-04-01;-67
CPE-01019;Almacen Central;2025-07-01;-23
CPE-01019;Almacen Punto de Venta 2;2020-04-01;41
CPE-01019;Almacen Punto de Ventas 1;2024-01-01;-8
CPE-01020;Almacen Central;2024-06-01;62
CPE-01020;Almacen Punto de Venta 2;2025-10-01;-87
CPE-01020;Almacen Punto de Ventas 1;2024-09-01;-63
CPE-01021;Almacen Punto de Venta 2;2021-10-01;-88
CPE-01021;Almacen Punto de Venta 2;2025-03-01;30
CPE-01021;Almacen Punto de Ventas 1;2021-12-01;48
CPE-01021;Almacen Punto de Ventas 1;2025-05-01;93
CPE-01022;Almacen Central;2024-02-01;-16
CPE-01022;Almacen Punto de Ventas 1;2020-12-01;50
CPE-01022;Almacen Punto de Ventas 1;2022-04-01;-20
CPE-01023;Almacen Central;2022-04-01;-74
CPE-01023;Almacen Central;2023-03-01;-18
CPE-01023;Almacen Central;2023-04-01;-83
CPE-01024;Almacen Central;2022-03-01;50
CPE-01024;Almacen Central;2025-09-01;-8
CPE-01024;Almacen Punto de Ventas 1;2023-04-01;-29
CPE-01025;Almacen Central;2021-06-01;40
CPE-01025;Almacen Central;2024-04-01;-80
CPE-01025;Almacen Punto de Venta 2;2021-03-01;-32
CPE-01025;Almacen Punto de Venta 2;2023-06-01;-38
CPE-01026;Almacen Punto de Venta 2;2020-01-01;-28
CPE-01026;Almacen Punto de Venta 2;2025-07-01;-44
CPE-01026;Almacen Punto de Venta 2;2025-08-01;-84
CPE-01026;Almacen Punto de Ventas 1;2023-06-01;-68
CPE-01026;Almacen Punto de Ventas 1;2024-10-01;-27
CPE-01027;Almacen Central;2023-04-01;-28
CPE-01028;Almacen Central;2023-02-01;90
CPE-01028;Almacen Punto de Venta 2;2025-01-01;98
CPE-01028;Almacen Punto de Venta 2;2025-05-01;-41
CPE-01028;Almacen Punto de Ventas 1;2022-10-01;-2
CPE-01028;Almacen Punto de Ventas 1;2025-05-01;-43
CPE-01029;Almacen Central;2023-04-01;-38
CPE-01029;Almacen Central;2025-10-01;-41
CPE-01029;Almacen Punto de Venta 2;2021-10-01;73
CPE-01029;Almacen Punto de Venta 2;2025-01-01;-69
CPE-01029;Almacen Punto de Ventas 1;2023-09-01;-100
CPE-01030;Almacen Punto de Venta 2;2020-07-01;-7
CPE-01030;Almacen Punto de Venta 2;2021-08-01;50
CPE-01031;Almacen Central;2022-09-01;-34
CPE-01031;Almacen Central;2023-07-01;-23
CPE-01031;Almacen Punto de Venta 2;2021-04-01;-91
CPE-01031;Almacen Punto de Venta 2;2023-05-01;-89
CPE-01031;Almacen Punto de Venta 2;2025-01-01;5
CPE-01032;Almacen Punto de Venta 2;2022-06-01;-57
CPE-01032;Almacen Punto de Ventas 1;2021-02-01;-50
CPE-01032;Almacen Punto de Ventas 1;2021-09-01;-94
CPE-01032;Almacen Punto de Ventas 1;2022-09-01;-28
CPE-01034;Almacen Central;2022-04-01;-80
CPE-01034;Almacen Central;2023-11-01;-100
CPE-01034;Almacen Central;2025-02-01;83
CPE-01034;Almacen Central;2025-10-01;22
CPE-01034;Almacen Punto de Venta 2;2024-08-01;-26
CPE-01035;Almacen Central;2022-07-01;-86
CPE-01035;Almacen Punto de Venta 2;2023-07-01;-62
CPE-01036;Almacen Central;2020-08-01;18
CPE-01036;Almacen Punto de Venta 2;2024-03-01;-28
CPE-01036;Almacen Punto de Venta 2;2024-09-01;-51
CPE-01036;Almacen Punto de Ventas 1;2020-11-01;-82
CPE-01036;Almacen Punto de Ventas 1;2021-12-01;-95
CPE-01037;Almacen Punto de Venta 2;2021-01-01;-19
CPE-01037;Almacen Punto de Ventas 1;2022-05-01;97
CPE-01038;Almacen Central;2025-09-01;-62
CPE-01038;Almacen Punto de Venta 2;2023-01-01;68
CPE-01038;Almacen Punto de Venta 2;2023-02-01;-50
CPE-01038;Almacen Punto de Ventas 1;2020-06-01;-9
CPE-01038;Almacen Punto de Ventas 1;2023-09-01;2
CPE-01039;Almacen Central;2021-05-01;-53
CPE-01039;Almacen Central;2023-06-01;80
CPE-01039;Almacen Punto de Ventas 1;2023-08-01;-23
CPE-01040;Almacen Central;2020-10-01;-37
CPE-01040;Almacen Punto de Venta 2;2021-03-01;-86
CPE-01041;Almacen Central;2020-05-01;-85
CPE-01041;Almacen Central;2023-05-01;-3
CPE-01041;Almacen Punto de Venta 2;2021-06-01;-7
CPE-01041;Almacen Punto de Venta 2;2021-09-01;-10
CPE-01042;Almacen Central;2021-04-01;13
CPE-01042;Almacen Central;2022-10-01;-81
CPE-01042;Almacen Punto de Ventas 1;2025-10-01;-6
CPE-01043;Almacen Central;2020-04-01;-58
CPE-01043;Almacen Punto de Venta 2;2025-10-01;-75
CPE-01043;Almacen Punto de Ventas 1;2021-08-01;-79
CPE-01043;Almacen Punto de Ventas 1;2023-02-01;-68
CPE-01044;Almacen Central;2022-11-01;-4
CPE-01044;Almacen Punto de Venta 2;2020-04-01;90
CPE-01044;Almacen Punto de Ventas 1;2020-06-01;-64
CPE-01044;Almacen Punto de Ventas 1;2024-09-01;3
CPE-01045;Almacen Central;2022-04-01;-9
CPE-01045;Almacen Punto de Venta 2;2023-02-01;-58
